Serial,Gender,Ethinicity,Minority,Deprived
1014825,Female or unknown,White,no,yes
1014830,Female or unknown,Other or unknown,yes,yes
1014854,Female or unknown,White,no,yes
1060843,Female or unknown,White,no,yes
1060850,Female or unknown,White,no,yes
1000842,Female or unknown,White,no,no
1000889,Female or unknown,White,no,no
1002600,Female or unknown,Black,yes,no
1007160,Female or unknown,White,no,yes
1007200,Female or unknown,White,no,yes
1018783,Female or unknown,Asian,yes,yes
1020064,Female or unknown,White,no,no
1034373,Female or unknown,White,no,yes
1034387,Female or unknown,Other or unknown,yes,yes
1079355,Female or unknown,White,no,no
1085679,Female or unknown,Mixed,yes,no
1087684,Female or unknown,White,no,yes
1095953,Female or unknown,Asian,yes,yes
1095962,Female or unknown,Mixed,yes,yes
1095972,Female or unknown,Asian,yes,yes
1110218,Female or unknown,Other or unknown,yes,no
1111090,Female or unknown,White,no,yes
1112469,Female or unknown,Asian,yes,yes
1017888,Female or unknown,White,no,yes
1017893,Female or unknown,White,no,yes
1053647,Female or unknown,Other or unknown,yes,yes
1053652,Female or unknown,White,no,yes
1056999,Female or unknown,Asian,yes,no
1000801,Female or unknown,White,no,no
1007309,Female or unknown,White,no,yes
1048877,Female or unknown,White,no,yes
1048915,Female or unknown,White,no,yes
1001423,Female or unknown,White,no,no
1001425,Female or unknown,White,no,no
1001739,Female or unknown,White,no,yes
1026879,Female or unknown,White,no,no
1080835,Female or unknown,White,no,yes
1003329,Female or unknown,White,no,no
1003344,Female or unknown,White,no,no
1003374,Female or unknown,White,no,no
1003379,Female or unknown,White,no,no
1003396,Female or unknown,White,no,no
1004493,Female or unknown,White,no,no
1004571,Female or unknown,Other or unknown,yes,no
1008023,Female or unknown,White,no,yes
1016287,Female or unknown,Other or unknown,yes,no
1022118,Female or unknown,White,no,no
1005502,Female or unknown,White,no,no
1005575,Female or unknown,White,no,no
1005600,Female or unknown,White,no,no
1005610,Female or unknown,White,no,no
1005633,Female or unknown,White,no,no
1027935,Female or unknown,White,no,yes
1092376,Female or unknown,White,no,yes
1003430,Female or unknown,White,no,no
1003496,Female or unknown,White,no,no
1003663,Female or unknown,White,no,no
1003706,Female or unknown,White,no,no
1003712,Female or unknown,White,no,no
1021419,Female or unknown,White,no,yes
1001074,Female or unknown,White,no,no
1001098,Female or unknown,White,no,no
1001100,Female or unknown,White,no,no
1001131,Female or unknown,White,no,no
1001140,Female or unknown,White,no,no
1001169,Female or unknown,White,no,no
1001190,Female or unknown,White,no,no
1001234,Female or unknown,White,no,no
1008239,Female or unknown,Asian,yes,no
1045618,Female or unknown,White,no,no
1045721,Female or unknown,White,no,no
1019818,Female or unknown,White,no,no
1019832,Female or unknown,White,no,no
1019845,Female or unknown,White,no,no
1019939,Female or unknown,White,no,no
1040602,Female or unknown,White,no,no
1040629,Female or unknown,White,no,no
1040632,Female or unknown,White,no,no
1040651,Female or unknown,White,no,no
1040674,Female or unknown,White,no,no
1040694,Female or unknown,White,no,no
1040827,Female or unknown,White,no,no
1040904,Female or unknown,White,no,no
1005946,Female or unknown,Asian,yes,no
1005951,Female or unknown,Mixed,yes,no
1007449,Female or unknown,White,no,no
1007463,Female or unknown,White,no,no
1007505,Female or unknown,Other or unknown,yes,no
1007541,Female or unknown,White,no,no
1007582,Female or unknown,White,no,no
1007619,Female or unknown,White,no,no
1007631,Female or unknown,White,no,no
1007655,Female or unknown,White,no,no
1085937,Female or unknown,White,no,yes
1086652,Female or unknown,White,no,no
1086672,Female or unknown,White,no,no
1086707,Female or unknown,White,no,no
1086723,Female or unknown,White,no,no
1086740,Female or unknown,White,no,no
1086880,Female or unknown,White,no,no
1087002,Female or unknown,White,no,no
1087008,Female or unknown,White,no,no
1090686,Female or unknown,Mixed,yes,no
1090689,Female or unknown,White,no,no
1001358,Female or unknown,White,no,no
1002927,Female or unknown,White,no,no
1002977,Female or unknown,White,no,no
1003059,Female or unknown,White,no,no
1015798,Female or unknown,White,no,no
1020155,Female or unknown,Asian,yes,no
1005141,Female or unknown,White,no,no
1005150,Female or unknown,White,no,no
1005258,Female or unknown,White,no,no
1005320,Female or unknown,White,no,no
1005334,Female or unknown,White,no,no
1009937,Female or unknown,Mixed,yes,no
1009974,Female or unknown,Asian,yes,no
1008693,Female or unknown,White,no,no
1008717,Female or unknown,White,no,no
1013080,Female or unknown,Asian,yes,no
1024165,Female or unknown,Asian,yes,yes
1024174,Female or unknown,Asian,yes,yes
1024189,Female or unknown,Asian,yes,yes
1024221,Female or unknown,Asian,yes,yes
1024245,Female or unknown,Asian,yes,yes
1024248,Female or unknown,Asian,yes,yes
1024959,Female or unknown,Other or unknown,yes,no
1024960,Female or unknown,Asian,yes,no
1034960,Female or unknown,Asian,yes,yes
1034972,Female or unknown,Asian,yes,yes
1034983,Female or unknown,Asian,yes,yes
1035030,Female or unknown,Asian,yes,yes
1035041,Female or unknown,Asian,yes,yes
1047727,Female or unknown,White,no,no
1047773,Female or unknown,White,no,no
1061552,Female or unknown,White,no,yes
1083390,Female or unknown,Black,yes,yes
1095479,Female or unknown,Mixed,yes,yes
1019553,Female or unknown,White,no,no
1027499,Female or unknown,Asian,yes,yes
1051440,Female or unknown,Black,yes,yes
1016424,Female or unknown,White,no,no
1016427,Female or unknown,White,no,no
1016429,Female or unknown,White,no,no
1016434,Female or unknown,White,no,no
1016483,Female or unknown,White,no,no
1016495,Female or unknown,White,no,no
1016498,Female or unknown,White,no,no
1016519,Female or unknown,White,no,no
1016575,Female or unknown,White,no,no
1027700,Female or unknown,White,no,yes
1043457,Female or unknown,Asian,yes,yes
1081510,Female or unknown,Asian,yes,yes
1072008,Female or unknown,White,no,no
1072126,Female or unknown,White,no,no
1072144,Female or unknown,White,no,no
1072167,Female or unknown,White,no,no
1072171,Female or unknown,White,no,no
1080401,Female or unknown,White,no,yes
1086232,Female or unknown,Black,yes,no
1095354,Female or unknown,Asian,yes,yes
1095395,Female or unknown,Asian,yes,yes
1099375,Female or unknown,White,no,yes
1002288,Female or unknown,White,no,yes
1029160,Female or unknown,White,no,yes
1031673,Female or unknown,White,no,no
1031695,Female or unknown,White,no,no
1031727,Female or unknown,White,no,no
1031732,Female or unknown,White,no,no
1031769,Female or unknown,Other or unknown,yes,no
1051962,Female or unknown,Asian,yes,yes
1051984,Female or unknown,Asian,yes,yes
1055077,Female or unknown,White,no,yes
1060514,Female or unknown,Asian,yes,yes
1063275,Female or unknown,White,no,yes
1022550,Female or unknown,Other or unknown,yes,yes
1022585,Female or unknown,Asian,yes,yes
1044560,Female or unknown,Asian,yes,yes
1044563,Female or unknown,Asian,yes,yes
1045976,Female or unknown,White,no,yes
1023469,Female or unknown,White,no,no
1034898,Female or unknown,White,no,yes
1054085,Female or unknown,White,no,yes
1054108,Female or unknown,White,no,yes
1091163,Female or unknown,White,no,yes
1028891,Female or unknown,White,no,yes
1028895,Female or unknown,White,no,yes
1039926,Female or unknown,Asian,yes,yes
1057607,Female or unknown,White,no,yes
1006930,Female or unknown,White,no,no
1007040,Female or unknown,White,no,no
1017137,Female or unknown,White,no,yes
1017165,Female or unknown,White,no,yes
1017174,Female or unknown,White,no,yes
1046791,Female or unknown,White,no,yes
1031103,Female or unknown,White,no,no
1045993,Female or unknown,Asian,yes,no
1061402,Female or unknown,Asian,yes,yes
1061413,Female or unknown,Asian,yes,yes
1082347,Female or unknown,White,no,yes
1021238,Female or unknown,White,no,no
1021313,Female or unknown,White,no,no
1067273,Female or unknown,White,no,no
1074636,Female or unknown,White,no,yes
1074675,Female or unknown,White,no,yes
1080545,Female or unknown,White,no,no
1080553,Female or unknown,Other or unknown,yes,no
1080602,Female or unknown,White,no,no
1086379,Female or unknown,White,no,yes
1086396,Female or unknown,White,no,yes
1086508,Female or unknown,White,no,yes
1086570,Female or unknown,White,no,yes
1000651,Female or unknown,White,no,no
1015233,Female or unknown,White,no,yes
1015262,Female or unknown,White,no,no
1058486,Female or unknown,White,no,no
1065806,Female or unknown,White,no,yes
1065827,Female or unknown,White,no,yes
1065933,Female or unknown,White,no,yes
1069227,Female or unknown,Mixed,yes,yes
1049621,Female or unknown,Asian,yes,no
1054604,Female or unknown,White,no,no
1058077,Female or unknown,Other or unknown,yes,yes
1063620,Female or unknown,White,no,yes
1063641,Female or unknown,White,no,yes
1063650,Female or unknown,White,no,yes
1063675,Female or unknown,White,no,yes
1063704,Female or unknown,White,no,yes
1084439,Female or unknown,White,no,no
1005753,Female or unknown,White,no,no
1005774,Female or unknown,White,no,no
1023583,Female or unknown,White,no,yes
1023633,Female or unknown,White,no,yes
1001323,Female or unknown,White,no,no
1004340,Female or unknown,White,no,yes
1004391,Female or unknown,White,no,yes
1004403,Female or unknown,White,no,yes
1004407,Female or unknown,White,no,yes
1004435,Female or unknown,White,no,yes
1004437,Female or unknown,White,no,yes
1017062,Female or unknown,White,no,no
1023982,Female or unknown,Other or unknown,yes,yes
1000363,Female or unknown,White,no,no
1000373,Female or unknown,White,no,no
1000388,Female or unknown,White,no,no
1005002,Female or unknown,White,no,yes
1021153,Female or unknown,White,no,yes
1021166,Female or unknown,White,no,yes
1021169,Female or unknown,White,no,yes
1008202,Female or unknown,White,no,no
1079434,Female or unknown,White,no,yes
1003848,Female or unknown,White,no,no
1017752,Female or unknown,White,no,yes
1017799,Female or unknown,White,no,yes
1017810,Female or unknown,White,no,yes
1018188,Female or unknown,White,no,no
1039738,Female or unknown,White,no,yes
1039766,Female or unknown,White,no,yes
1004643,Female or unknown,White,no,no
1004783,Female or unknown,White,no,no
1018557,Female or unknown,White,no,no
1010981,Female or unknown,White,no,no
1011015,Female or unknown,White,no,no
1011117,Female or unknown,White,no,no
1022936,Female or unknown,White,no,yes
1077146,Female or unknown,Other or unknown,yes,yes
1001927,Female or unknown,White,no,no
1001957,Female or unknown,White,no,no
1013126,Female or unknown,White,no,yes
1013210,Female or unknown,White,no,yes
1039637,Female or unknown,White,no,no
1043712,Female or unknown,White,no,no
1043777,Female or unknown,White,no,no
1052382,Female or unknown,White,no,yes
1052503,Female or unknown,White,no,yes
1082317,Female or unknown,Mixed,yes,yes
1084007,Female or unknown,White,no,yes
1037507,Female or unknown,White,no,no
1037509,Female or unknown,White,no,no
1037538,Female or unknown,White,no,no
1037552,Female or unknown,White,no,no
1037585,Female or unknown,White,no,no
1037688,Female or unknown,White,no,no
1042979,Female or unknown,White,no,yes
1042990,Female or unknown,White,no,yes
1043041,Female or unknown,White,no,yes
1051395,Female or unknown,Other or unknown,yes,yes
1079462,Female or unknown,White,no,no
1001588,Female or unknown,White,no,no
1001621,Female or unknown,White,no,no
1006822,Female or unknown,White,no,no
1006828,Female or unknown,White,no,no
1007885,Female or unknown,White,no,yes
1007937,Female or unknown,White,no,yes
1007962,Female or unknown,White,no,yes
1017707,Female or unknown,White,no,yes
1008832,Female or unknown,White,no,no
1008904,Female or unknown,White,no,no
1008959,Female or unknown,White,no,no
1012932,Female or unknown,Asian,yes,yes
1016866,Female or unknown,White,no,yes
1016960,Female or unknown,White,no,yes
1024482,Female or unknown,White,no,no
1024528,Female or unknown,White,no,no
1024549,Female or unknown,White,no,no
1024555,Female or unknown,White,no,no
1024591,Female or unknown,White,no,no
1024639,Female or unknown,White,no,no
1024669,Female or unknown,White,no,no
1049958,Female or unknown,White,no,yes
1011990,Female or unknown,White,no,no
1012017,Female or unknown,White,no,no
1012021,Female or unknown,White,no,no
1012063,Female or unknown,White,no,no
1012102,Female or unknown,White,no,no
1026576,Female or unknown,White,no,yes
1062892,Female or unknown,White,no,yes
1097456,Female or unknown,Asian,yes,yes
1048664,Female or unknown,White,no,yes
1074347,Female or unknown,Other or unknown,yes,yes
1074360,Female or unknown,White,no,yes
1057429,Female or unknown,White,no,no
1057550,Female or unknown,White,no,no
1072244,Female or unknown,Asian,yes,yes
1079056,Female or unknown,White,no,yes
1018985,Female or unknown,White,no,no
1018989,Female or unknown,White,no,no
1019199,Female or unknown,White,no,no
1084235,Female or unknown,White,no,yes
1059130,Female or unknown,White,no,no
1059270,Female or unknown,White,no,no
1077862,Female or unknown,White,no,yes
1107277,Female or unknown,White,no,yes
1031167,Female or unknown,Asian,yes,yes
1056434,Female or unknown,Other or unknown,yes,no
1056486,Female or unknown,White,no,no
1056507,Female or unknown,White,no,no
1056603,Female or unknown,White,no,no
1066443,Female or unknown,White,no,yes
1066488,Female or unknown,White,no,yes
1097598,Female or unknown,White,no,yes
1087224,Female or unknown,White,no,no
1087250,Female or unknown,White,no,no
1087364,Female or unknown,White,no,no
1097201,Female or unknown,White,no,yes
1100122,Female or unknown,Asian,yes,no
1093933,Female or unknown,White,no,no
1093973,Female or unknown,White,no,no
1094016,Female or unknown,White,no,no
1094122,Female or unknown,White,no,no
1094124,Female or unknown,White,no,no
1094164,Female or unknown,White,no,no
1097463,Female or unknown,Mixed,yes,yes
1109593,Female or unknown,White,no,yes
1109596,Female or unknown,White,no,yes
1074717,Female or unknown,White,no,no
1074728,Female or unknown,White,no,no
1074809,Female or unknown,White,no,no
1074968,Female or unknown,White,no,no
1074981,Female or unknown,White,no,no
1075009,Female or unknown,White,no,no
1084286,Female or unknown,White,no,yes
1084337,Female or unknown,White,no,yes
1084389,Female or unknown,White,no,yes
1097459,Female or unknown,Mixed,yes,yes
1100621,Female or unknown,White,no,yes
1104234,Female or unknown,White,no,no
1104258,Female or unknown,White,no,no
1104295,Female or unknown,White,no,no
1104300,Female or unknown,White,no,no
1111547,Female or unknown,White,no,yes
1111566,Female or unknown,White,no,yes
1111569,Female or unknown,Other or unknown,yes,yes
1111609,Female or unknown,White,no,yes
1105703,Female or unknown,White,no,no
1105721,Female or unknown,White,no,no
1105788,Female or unknown,White,no,no
1105791,Female or unknown,White,no,no
1105797,Female or unknown,White,no,no
1105858,Female or unknown,White,no,no
1106544,Female or unknown,White,no,yes
1115096,Female or unknown,White,no,no
1075801,Female or unknown,White,no,no
1075871,Female or unknown,White,no,no
1075889,Female or unknown,White,no,no
1076008,Female or unknown,White,no,no
1076036,Female or unknown,White,no,no
1086304,Female or unknown,White,no,yes
1112923,Female or unknown,White,no,yes
1080890,Female or unknown,White,no,no
1081061,Female or unknown,White,no,no
1090251,Female or unknown,White,no,yes
1090271,Female or unknown,White,no,yes
1090314,Female or unknown,White,no,yes
1090334,Female or unknown,White,no,yes
1110476,Female or unknown,White,no,no
1116321,Female or unknown,Mixed,yes,no
1118367,Female or unknown,White,no,no
1118368,Female or unknown,White,no,no
1118387,Female or unknown,White,no,no
1118436,Female or unknown,White,no,no
1118440,Female or unknown,White,no,no
1118448,Female or unknown,White,no,no
