pid,recordedDate,surveyDuration,age,gender,ethnicity,birthCountry,residenceCountry,nationality,primaryLanguage,employment,eduLevel,csas,affectiveValence_1,wemwbs_1,wemwbs_2,wemwbs_3,wemwbs_4,wemwbs_5,wemwbs_6,wemwbs_7,wemwbs_8,wemwbs_9,wemwbs_10,wemwbs_11,wemwbs_12,wemwbs_13,wemwbs_14
p2628,2024-04-23T02:34:56Z,374,22,Man,White,United States,United States,United States,English,Student,Some University but no degree,7,84,5,4,2,4,3,3,3,3,2,4,4,3,2,3
p2639,2024-03-19T12:23:30Z,1004,35,Man,White,United States,United States,United States,English,Working part-time,Some University but no degree,6,80,3,3,3,4,4,4,2,3,4,3,3,4,5,3
p2643,2024-02-13T18:39:45Z,502,25,Man,Mixed,United States,United States,United States,English,Working full-time,Some University but no degree,4,72,2,3,3,3,3,3,3,3,4,3,3,3,3,3
p2646,2024-02-12T21:33:32Z,528,33,Woman,White,United States,United States,United States,English,Working full-time,Some University but no degree,6,100,4,4,5,4,5,3,3,5,3,4,3,3,5,4
p2650,2024-02-12T18:21:56Z,518,48,Woman,White,United States,United States,United States,English,Working full-time,Vocational or Similar,5,83,2,4,3,2,3,4,2,4,3,2,3,4,4,2
p2668,2024-02-13T14:04:01Z,547,46,Woman,White,United States,United States,United States,English,A homemaker or stay-at-home parent,University Bachelors Degree,7,81,4,4,3,4,4,4,3,4,3,4,4,4,4,4
p2677,2024-02-12T19:01:15Z,835,23,Non-binary,Mixed,United States,United States,United States,English,Working part-time,University Bachelors Degree,7,70,5,4,5,5,5,4,5,3,5,3,3,3,3,4
p2678,2024-02-12T19:31:12Z,585,42,Woman,Asian,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",5,75,3,2,2,3,4,5,2,4,3,3,3,3,4,3
p2681,2024-04-03T18:01:23Z,682,31,Woman,White,United States,United States,United States,English,A homemaker or stay-at-home parent,University Bachelors Degree,8,92,4,3,4,3,4,5,5,4,4,3,3,3,4,4
p2695,2024-02-12T18:48:58Z,670,32,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,4,70,2,4,2,4,2,4,3,3,3,3,3,2,3,3
p2696,2024-02-12T20:53:46Z,687,28,Man,Asian,United States,United States,United States,English,Working full-time,University Bachelors Degree,7,90,4,5,4,4,3,4,3,4,4,1,4,4,3,4
p2702,2024-02-12T19:25:35Z,1055,41,Woman,White,United States,United States,United States,English,Working part-time,Some University but no degree,7,91,4,4,4,5,5,4,4,4,4,4,4,4,5,4
p2704,2024-04-28T19:52:55Z,662,22,Man,Asian,United States,United States,United States,English,Not currently employed,University Bachelors Degree,4,55,2,3,3,3,4,3,3,2,2,2,2,2,3,3
p2722,2024-02-12T15:41:32Z,1384,60,Man,Black,United States,United States,United States,English,Working full-time,University Bachelors Degree,5,75,5,5,4,4,4,5,4,3,4,4,4,4,5,5
p2723,2024-02-14T19:58:50Z,658,27,Man,White,United States,United States,United States,English,Student,University Bachelors Degree,8,80,4,4,4,5,4,4,3,4,4,4,4,4,4,4
p2731,2024-02-12T21:10:39Z,489,32,Man,White,United States,United States,United States,English,Working full-time,Vocational or Similar,7,73,5,4,3,5,3,4,4,4,3,4,4,3,4,4
p2734,2024-02-16T02:20:12Z,712,39,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,4,35,1,2,2,3,3,4,2,3,2,2,2,2,3,2
p2735,2024-02-12T20:37:34Z,1229,33,Woman,White,United States,United States,United States,English,Working full-time,Completed Secondary School,0,10,1,1,1,2,1,2,1,1,1,1,1,1,1,1
p2741,2024-02-13T20:46:46Z,1105,36,Man,White,United States,United States,United States,English,A homemaker or stay-at-home parent,University Bachelors Degree,2,25,1,3,1,2,2,3,3,2,3,2,2,2,2,2
p2745,2024-02-12T20:58:42Z,488,52,Woman,White,United States,United States,United States,English,Working part-time,University Bachelors Degree,6,71,3,4,3,4,2,5,4,4,2,5,4,4,4,3
p2752,2024-02-12T23:34:57Z,387,26,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,5,75,3,2,3,4,5,4,4,3,4,3,3,4,5,3
p2758,2024-02-25T12:24:36Z,536,27,Man,White,United States,United States,United States,English,Working full-time,Some University but no degree,4,81,5,3,2,3,4,4,2,4,4,4,4,4,5,4
p2759,2024-02-12T15:36:01Z,1286,49,Woman,Black,United States,United States,United States,English,Student,Some University but no degree,7,90,4,4,5,4,4,5,4,4,4,4,4,4,5,4
p2764,2024-02-16T23:53:33Z,1025,24,Man,White,United States,United States,United States,English,Not currently employed,Vocational or Similar,3,40,2,5,4,4,4,2,5,3,3,3,2,5,2,5
p2765,2024-02-16T22:06:38Z,933,34,Woman,Black,United States,United States,Haiti,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",4,55,3,3,3,3,4,3,3,3,3,3,3,3,3,3
p2769,2024-03-18T19:39:51Z,1263,35,Non-binary,White,United States,United States,United States,English,Working part-time,Completed Secondary School,4,65,2,4,3,5,4,4,3,3,3,4,3,2,4,3
p2770,2024-02-13T02:57:59Z,488,30,Man,Asian,United States,United States,United States,Chinese,Working full-time,University Bachelors Degree,5,88,4,4,4,4,4,4,4,4,4,4,4,4,4,4
p2771,2024-02-22T22:40:53Z,621,25,Man,White,United States,United States,United States,Spanish,Not currently employed,University Bachelors Degree,7,87,5,5,4,5,5,5,5,5,5,5,5,5,5,5
p2783,2024-02-12T18:09:46Z,2232,42,Man,White,United States,United States,United States,English,Not currently employed,Some University but no degree,3,60,2,4,3,4,3,4,3,2,2,3,3,3,3,2
p2792,2024-02-13T14:47:03Z,467,40,Man,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",8,80,4,4,2,3,4,5,4,4,3,4,4,4,4,4
p2797,2024-02-12T21:32:10Z,603,22,Man,White,United States,United States,United States,English,Working part-time,Vocational or Similar,2,62,2,3,3,4,3,4,3,4,5,5,4,3,5,3
p2804,2024-04-18T16:07:58Z,896,38,Woman,White,United States,United States,United States,English,Working full-time,Completed Secondary School,4,50,3,3,2,3,3,4,3,3,3,3,3,3,3,2
p2815,2024-02-12T16:42:04Z,772,27,Non-binary,White,United States,United States,United States,English,Not currently employed,Some University but no degree,3,35,2,3,2,3,3,4,3,2,4,3,1,2,3,3
p2820,2024-02-12T17:34:37Z,819,35,Man,Asian,United States,United States,United States,English,Working part-time,University Bachelors Degree,7,75,5,4,3,4,3,3,4,5,3,4,4,3,4,3
p2821,2024-02-18T10:23:59Z,356,24,Non-binary,White,United States,United States,United States,English,Working part-time,Some University but no degree,7,65,2,4,2,4,1,4,5,2,1,3,2,1,1,3
p2825,2024-02-16T23:14:39Z,288,29,Man,White,United States,United States,United States,English,Working full-time,Some University but no degree,5,92,4,4,4,4,4,4,3,4,3,4,4,3,4,4
p2832,2024-04-18T19:24:25Z,1438,32,Man,White,United States,United States,United States,English,Working full-time,Vocational or Similar,3,80,2,2,3,4,4,3,3,3,4,2,2,2,4,3
p2839,2024-02-12T19:35:20Z,573,33,Woman,Asian,United States,United States,United States,English,Not currently employed,Some University but no degree,1,3,1,2,1,2,1,2,2,1,1,2,1,1,1,2
p2842,2024-02-14T22:21:10Z,731,26,Man,Black,United States,United States,United States,English,Working full-time,Completed Secondary School,7,70,3,4,5,4,4,4,4,4,4,4,4,4,4,3
p2859,2024-02-14T18:26:53Z,1156,25,Man,White,United States,United States,United States,English,Working full-time,Some University but no degree,4,66,3,3,3,4,3,3,4,4,2,4,4,4,4,3
p2862,2024-02-12T14:25:17Z,741,33,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,7,90,4,3,4,4,4,5,5,4,4,4,4,4,4,4
p2864,2024-04-05T15:33:58Z,536,30,Man,White,United States,United States,United States,English,Working part-time,University Bachelors Degree,7,80,5,4,4,5,3,4,4,4,4,4,4,4,3,4
p2865,2024-02-12T16:54:49Z,2209,29,Woman,Black,United States,United States,United States,English,Not currently employed,Some University but no degree,6,85,4,5,4,5,4,5,4,5,4,4,5,5,4,5
p2879,2024-02-18T20:29:59Z,458,26,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,3,20,3,3,2,2,1,3,1,3,1,2,2,3,1,2
p2881,2024-02-13T02:51:03Z,687,24,Man,Mixed,United States,United States,United States,English,Student,Some University but no degree,3,65,1,3,2,2,4,1,1,2,5,1,2,2,4,3
p2889,2024-02-12T15:19:34Z,2229,38,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,5,45,2,3,3,4,4,4,3,3,4,2,2,3,4,4
p2892,2024-02-13T15:05:08Z,533,30,Woman,Black,United States,United States,United States,English,Working part-time,Completed Secondary School,6,41,4,4,5,5,4,5,5,5,5,5,5,5,5,5
p2919,2024-02-12T14:38:00Z,1756,26,Man,Black,United States,United States,United States,English,Working full-time,University Bachelors Degree,4,80,4,4,4,4,4,5,5,5,4,5,4,5,5,4
p2949,2024-02-13T16:38:59Z,1456,29,Woman,Asian,United States,United States,United States,English,Working full-time,University Bachelors Degree,5,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3
p2950,2024-02-19T16:15:53Z,631,30,Woman,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",5,69,3,4,2,4,5,4,4,4,4,4,4,4,5,4
p2951,2024-02-13T15:45:15Z,824,36,Woman,White,United States,United States,United States,English,Working part-time,Some University but no degree,4,75,2,4,3,4,5,3,3,2,4,3,3,3,5,3
p2953,2024-02-12T15:01:56Z,882,29,Man,White,United States,United States,United States,English,Working full-time,Completed Secondary School,3,50,3,3,1,5,1,5,5,5,5,5,3,3,3,1
p2972,2024-02-13T19:28:14Z,562,28,Man,White,United States,United States,United States,English,Not currently employed,Some University but no degree,1,10,2,1,1,3,2,3,1,2,2,1,2,1,1,1
p2977,2024-02-14T00:16:34Z,710,32,Woman,White,United States,United States,United States,English,Working part-time,Some University but no degree,5,67,4,2,2,4,3,4,3,3,4,3,4,4,5,3
p2984,2024-02-16T01:40:46Z,632,34,Non-binary,White,United States,United States,United States,English,A homemaker or stay-at-home parent,Completed Secondary School,5,62,3,3,2,3,4,4,3,4,3,3,3,3,4,4
p2998,2024-02-29T01:12:14Z,439,31,Woman,White,United States,United States,United States,English,Not currently employed,Some University but no degree,1,60,1,1,2,2,2,2,3,3,3,1,3,1,3,1
p3007,2024-02-12T20:37:37Z,903,22,Man,White,United States,United States,United States,English,Student,Some University but no degree,6,85,3,3,4,4,3,3,2,3,3,4,4,3,3,4
p3008,2024-02-12T19:59:01Z,441,24,Woman,Other,United States,United States,United States,English,Working full-time,University Bachelors Degree,2,39,2,1,1,1,2,2,1,2,2,1,2,2,1,2
p3013,2024-02-12T22:19:52Z,722,39,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,7,80,4,4,3,4,4,5,4,4,4,4,4,4,4,4
p3024,2024-02-12T22:13:29Z,1125,24,Man,Asian,United States,United States,United States,English,Working full-time,University Bachelors Degree,6,65,2,3,2,2,2,3,2,2,2,2,2,2,2,3
p3027,2024-02-12T15:36:08Z,1298,36,Woman,Mixed,United States,United States,United States,English,Working full-time,Some University but no degree,8,90,5,5,5,5,4,5,3,2,3,5,5,5,5,5
p3028,2024-03-19T15:26:08Z,1869,29,Woman,Mixed,United States,United States,United States,English,Not currently employed,University Bachelors Degree,2,40,1,3,3,2,1,3,3,1,2,1,2,1,4,1
p3033,2024-02-12T22:09:43Z,896,22,Woman,White,United States,United States,United States,English,Working part-time,Some University but no degree,3,73,1,1,2,4,3,4,2,2,2,3,3,1,5,4
p3037,2024-02-12T23:33:37Z,1678,35,Man,White,United States,United States,United States,English,Not currently employed,Completed Secondary School,3,50,1,4,4,4,4,5,2,2,4,4,2,1,5,2
p3042,2024-02-12T14:41:46Z,626,20,Woman,Mixed,United States,United States,United States,English,Student,Some University but no degree,8,61,3,3,5,4,5,3,2,4,5,3,4,4,5,4
p3043,2024-04-24T11:44:01Z,590,31,Man,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",6,81,4,4,2,4,3,4,4,4,3,3,3,3,4,3
p3045,2024-02-12T14:32:06Z,337,22,Woman,Asian,United States,United States,United States,English,Working full-time,University Bachelors Degree,5,35,2,2,1,2,2,2,2,3,1,2,2,1,3,2
p3048,2024-02-19T01:26:29Z,1108,33,Man,White,United States,United States,United States,English,Working full-time,Some University but no degree,3,10,2,1,1,1,2,2,1,1,3,1,2,2,2,1
p3061,2024-03-20T15:26:23Z,583,32,Woman,White,Bosnia and Herzegovina,United States,United States,Serbian,Student,University Bachelors Degree,2,55,2,2,3,4,2,2,3,4,2,4,3,3,3,2
p3062,2024-02-18T17:26:16Z,649,36,Woman,White,United States,United States,United States,English,A homemaker or stay-at-home parent,Some University but no degree,6,70,3,4,2,4,4,4,4,3,4,3,3,3,4,3
p3066,2024-02-27T23:37:00Z,335,31,Woman,Asian,United States,United States,United States,English,Working full-time,Some University but no degree,2,40,3,2,2,4,2,3,4,3,3,2,2,2,2,2
p3068,2024-02-12T19:43:17Z,523,27,Man,White,United States,United States,United States,English,Not currently employed,Some University but no degree,6,85,3,4,3,4,4,5,3,3,5,3,3,4,4,4
p3071,2024-02-13T10:10:23Z,378,22,Woman,Asian,Korea,United States,United States,Korean,Not currently employed,University Bachelors Degree,3,26,2,2,1,4,3,4,1,2,4,3,2,1,4,2
p3072,2024-02-25T09:50:21Z,485,30,Man,Asian,United States,United States,United States,English,Working part-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",3,20,1,3,3,3,3,3,2,2,3,2,2,2,2,2
p3078,2024-04-10T02:41:45Z,402,28,Woman,Asian,United States,United States,United States,English,Working part-time,University Bachelors Degree,6,70,4,4,4,4,3,3,4,4,3,4,4,4,4,4
p3079,2024-02-13T02:02:38Z,710,23,Woman,Asian,India,United States,United States,English,Student,University Bachelors Degree,5,60,3,3,2,5,5,2,4,2,3,3,4,3,5,2
p3090,2024-02-13T08:08:27Z,884,35,Woman,White,United States,United States,United States,English,Working full-time,Completed Secondary School,4,45,4,3,2,3,5,3,4,3,4,4,4,4,5,3
p3096,2024-02-14T22:19:05Z,351,41,Man,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",7,90,5,4,3,5,3,5,2,4,3,5,5,4,5,4
p3112,2024-02-12T23:17:59Z,589,24,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,7,75,4,4,3,4,4,3,5,4,4,4,4,5,5,4
p3117,2024-02-12T21:35:21Z,663,28,Woman,White,United States,United States,United States,English,Not currently employed,Some University but no degree,2,60,1,3,1,4,3,4,3,2,2,3,2,1,3,1
p3129,2024-02-20T23:28:50Z,353,20,Man,White,United States,United States,United States,English,Student,Some University but no degree,6,66,4,4,3,3,2,1,3,3,3,4,1,3,3,3
p3131,2024-03-30T22:18:28Z,615,22,Man,Asian,United States,United States,United States,English,Working part-time,Some University but no degree,6,65,5,4,4,4,4,4,3,4,3,4,4,4,3,4
p3164,2024-02-12T22:21:18Z,744,31,Woman,Mixed,United States,United States,United States,English,Working part-time,Completed Secondary School,5,75,3,4,3,3,3,4,3,3,4,3,3,2,3,4
p3172,2024-02-12T14:28:49Z,903,35,Man,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",7,85,5,5,5,5,5,5,5,5,5,5,5,5,5,5
p3173,2024-02-13T05:14:41Z,769,29,Woman,White,United States,United States,United States,English,Working full-time,Completed Secondary School,6,50,2,3,2,5,4,3,4,3,5,3,3,2,4,3
p3180,2024-02-13T12:05:21Z,1732,48,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,6,85,3,4,4,5,4,5,3,4,4,4,4,4,4,3
p3182,2024-02-12T23:38:28Z,901,22,Man,White,United States,United States,United States,English,Student,Some University but no degree,7,80,4,3,1,3,1,2,2,2,4,2,3,3,1,3
p3183,2024-02-12T20:44:17Z,564,27,Woman,White,United States,United States,United States,English,Working full-time,Completed Secondary School,6,80,5,4,4,5,5,5,5,4,5,5,5,5,5,5
p3185,2024-02-12T16:08:46Z,1002,30,Woman,White,United States,United States,United States,English,Working part-time,Completed Secondary School,6,71,4,3,2,4,3,5,5,4,3,4,3,3,4,4
p3189,2024-02-12T20:10:01Z,977,25,Woman,Mixed,United States,United States,United States,English,Not currently employed,University Bachelors Degree,7,76,4,5,4,5,4,5,4,4,5,2,4,4,5,4
p3193,2024-02-13T23:35:40Z,1019,45,Woman,Mixed,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",4,54,2,3,2,3,4,4,3,3,3,3,3,3,3,3
p3196,2024-02-12T17:51:51Z,885,18,Woman,Asian,United States,United States,United States,English,Student,Some University but no degree,8,75,2,5,3,4,5,4,4,4,4,3,5,3,5,4
p3198,2024-02-12T23:20:04Z,605,30,Woman,White,United States,United States,United States,English,Not currently employed,Completed Secondary School,5,30,1,3,2,2,3,3,3,2,4,1,2,2,3,3
p3203,2024-02-16T00:31:57Z,327,33,Man,White,United States,United States,United States,English,Working full-time,Vocational or Similar,5,73,3,3,2,4,3,4,4,3,3,4,3,3,4,3
p3207,2024-02-12T21:49:56Z,350,20,Man,Asian,United States,United States,United States,English,Student,Some University but no degree,4,24,2,3,3,3,3,4,3,2,4,2,3,3,3,2
p3210,2024-02-16T16:15:02Z,1130,29,Woman,Mixed,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",4,70,2,2,2,3,4,3,4,4,3,4,4,3,4,4
p3215,2024-04-22T16:34:59Z,630,32,Man,White,United States,United States,United States,English,Working part-time,Completed Secondary School,3,39,2,2,2,2,3,2,3,2,3,2,2,2,3,3
p3226,2024-04-24T00:13:19Z,341,36,Man,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",7,85,5,5,5,5,5,5,5,5,5,5,5,5,5,5
p3236,2024-02-26T03:23:40Z,1022,23,Woman,White,United States,United States,United States,English,Not currently employed,Completed Secondary School,1,75,5,4,2,3,5,2,3,4,4,3,2,3,4,4
p3239,2024-02-12T17:37:53Z,685,25,Woman,Mixed,United States,United States,United States,English,Student,Vocational or Similar,2,20,2,2,2,4,3,3,2,3,2,2,3,1,4,2
p3246,2024-03-15T06:32:43Z,733,38,Man,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",3,33,3,3,2,3,3,3,3,3,1,3,3,1,2,1
p3248,2024-04-09T18:49:44Z,562,44,Man,White,United States,United States,United States,English,A homemaker or stay-at-home parent,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",5,70,4,4,3,5,3,5,4,3,3,4,3,3,4,3
